numac,codeinsee,ville,lumiere,intersection,atmospherique,collision,route,tues,hospitalises,leger,indemnes,gravite,latitude,longitude
427929,77026,Beauchery-Saint-Martin,1,1,2,3,3,0,3,3,0,33.69,48.611,3.377
427934,92040,Issy-les-Moulineaux,5,1,1,5,2,0,3,3,3,33.69,48.82758,2.2606
427935,94074,Valenton,1,1,2,6,3,0,3,3,0,33.69,48.74723,2.46207
427936,94022,Choisy-le-Roi,5,2,1,4,2,0,3,3,0,33.69,48.7682,2.41845
427937,95680,Villiers-le-Bel,1,1,1,5,4,0,3,3,1,33.69,49.0241,2.4099
427969,93066,Saint-Denis,1,1,1,6,3,0,3,6,0,34.98,48.93705,2.35937
427974,77333,Nemours,5,1,1,1,3,0,3,8,0,35.84,48.243768,2.706671
428567,75013,Paris,5,1,8,1,4,0,4,0,0,43.2,48.850247,2.344095
428583,77487,Vaux-le-Penil,1,1,1,3,2,0,4,0,1,43.2,48.5223,2.68394
428584,77373,Pontault-Combault,3,1,2,4,2,0,4,0,2,43.2,48.81068,2.60169
428585,77449,Serris,1,1,1,1,3,0,4,0,0,43.2,48.855855,2.776527
428586,77288,Melun,5,2,1,3,3,0,4,0,1,43.2,48.52723,2.65355
428587,77458,Souppes-sur-Loing,1,1,7,6,4,0,4,0,0,43.2,48.1807,2.7543
428588,77237,Jossigny,5,1,8,1,3,0,4,0,0,43.2,48.841,2.75212
428589,77016,Bagneaux-sur-Loing,5,1,1,7,3,0,4,0,2,43.2,48.223513,2.712613
428590,77450,Servon,1,1,2,5,2,0,4,0,2,43.2,48.704136,2.597011
428591,77076,Chalmaison,1,1,1,1,1,0,4,0,1,43.2,48.41,2.553
428592,77181,Ferrieres-en-Brie,3,1,1,5,1,0,4,0,4,43.2,48.829897,2.705183
428593,77296,Moissy-Cramayel,1,1,1,2,1,0,4,0,1,43.2,48.632105,2.628751
428595,78537,Saint-Arnoult-en-Yvelines,3,9,1,5,1,0,4,0,1,43.2,48.568,1.971
428597,78123,Carrieres-sous-Poissy,1,1,6,3,4,0,4,0,0,43.2,48.956116,2.042052
428598,78531,Rosny-sur-Seine,1,1,1,1,3,0,4,0,0,43.2,49.003,1.651
428600,78158,Le Chesnay,1,3,4,6,4,0,4,0,0,43.2,48.82653,2.13806
428601,78346,Longnes,1,1,7,1,3,0,4,0,0,43.2,48.932,1.609
428602,78029,Aubergenville,1,1,1,7,1,0,4,0,0,43.2,48.964,1.84411
428603,78490,Plaisir,1,1,1,2,2,0,4,0,0,43.2,48.7994,1.93623
428604,78466,Orgeval,3,1,5,5,1,0,4,0,5,43.2,48.91881,2.00436
428700,91540,Saint-Cheron,1,1,1,7,4,0,4,0,1,43.2,48.556,2.128
428701,91159,Chevannes,1,1,1,4,3,0,4,0,0,43.2,48.527,2.46
428702,91340,Lisses,5,1,1,6,1,0,4,0,0,43.2,48.605962,2.435539
428705,91136,Champlan,1,1,3,5,1,0,4,0,4,43.2,48.713503,2.278496
428706,91471,Orsay,1,9,1,1,2,0,4,0,1,43.2,48.703757,2.178014
428707,91363,Marcoussis,1,1,2,5,1,0,4,0,1,43.2,48.652,2.168
428709,91687,Viry-Chatillon,1,1,1,5,1,0,4,0,3,43.2,48.664002,2.365563
428710,91228,Evry,3,1,1,5,2,0,4,0,1,43.2,48.616793,2.428959
428711,92050,Nanterre,5,9,1,2,2,0,4,0,1,43.2,48.88664,2.20673
428712,92050,Nanterre,1,1,1,2,3,0,4,0,2,43.2,48.90653,2.21068
428713,93066,Saint-Denis,1,2,1,2,4,0,4,0,1,43.2,48.92205,2.34973
428714,93031,Epinay-sur-Seine,5,1,1,6,2,0,4,0,1,43.2,48.96175,2.2952
428715,93066,Saint-Denis,5,1,2,3,2,0,4,0,0,43.2,48.922955,2.346688
428716,93078,Villepinte,2,3,3,5,4,0,4,0,3,43.2,48.95151,2.52699
428717,93066,Saint-Denis,1,1,1,2,1,0,4,0,1,43.2,48.930666,2.366875
428718,93073,Tremblay-en-France,5,2,1,6,4,0,4,0,0,43.2,48.961607,2.570633
428719,93053,Noisy-le-Sec,1,2,3,3,4,0,4,0,2,43.2,48.89544,2.44337
428720,93031,Epinay-sur-Seine,1,1,1,5,2,0,4,0,2,43.2,48.953059,2.315416
428721,93033,Gournay-sur-Marne,5,1,3,6,4,0,4,0,0,43.2,48.8635,2.57583
428722,93032,Gagny,2,2,2,3,4,0,4,0,0,43.2,48.88652,2.54737
428723,93066,Saint-Denis,1,1,1,2,2,0,4,0,1,43.2,48.93636,2.37215
428724,93066,Saint-Denis,1,2,2,2,2,0,4,0,2,43.2,48.941973,2.365404
428725,93010,Bondy,5,1,4,2,3,0,4,0,1,43.2,48.9183,2.47978
428726,93031,Epinay-sur-Seine,5,4,1,1,3,0,4,0,1,43.2,48.9585,2.32597
428727,93066,Saint-Denis,5,2,1,3,2,0,4,0,2,43.2,48.9478,2.35761
428728,93031,Epinay-sur-Seine,5,2,1,1,2,0,4,0,2,43.2,48.94993,2.32926
428729,93055,Pantin,5,1,2,3,2,0,4,0,0,43.2,48.891833,2.405541
428730,93027,La Courneuve,1,2,1,3,4,0,4,0,2,43.2,48.9201,2.40737
428731,93047,Montfermeil,5,2,1,3,4,0,4,0,2,43.2,48.8901,2.55408
428732,93053,Noisy-le-Sec,1,3,1,1,4,0,4,0,3,43.2,48.88627,2.45591
428733,94034,Fresnes,5,1,1,5,1,0,4,0,3,43.2,48.757082,2.330078
428734,94065,Rungis,5,3,1,1,3,0,4,0,0,43.2,48.745,2.36028
428735,94071,Sucy-en-Brie,1,3,1,5,3,0,4,0,1,43.2,48.7781,2.51161
428736,94022,Choisy-le-Roi,5,1,1,7,4,0,4,0,0,43.2,48.75694,2.41104
428737,94034,Fresnes,1,1,1,5,1,0,4,0,2,43.2,48.7554,2.33328
428738,95527,Roissy-en-France,1,1,1,1,3,0,4,0,0,43.2,48.984243,2.534913
428739,95563,Saint-Leu-la-Foret,3,1,8,2,1,0,4,0,0,43.2,49.010814,2.228281
428740,95500,Pontoise,5,1,8,7,4,0,4,0,0,43.2,49.06223,2.10114
428741,95058,Bernes-sur-Oise,1,1,1,4,3,0,4,0,1,43.2,49.155,2.293
428742,95058,Bernes-sur-Oise,1,3,8,3,3,0,4,0,1,43.2,48.9914,2.3694
428881,75101,Paris,5,1,8,6,4,0,4,1,0,43.63,48.86363,2.32147
428887,77121,Collegien,5,1,8,4,1,0,4,1,1,43.63,48.83237,2.66616
428888,78090,Bouafle,5,1,1,5,1,0,4,1,0,43.63,48.97036,1.89657
428901,91114,Brunoy,5,5,1,3,2,0,4,1,3,43.63,48.68613,2.48673
428902,93005,Aulnay-sous-Bois,5,2,2,3,4,0,4,1,1,43.63,48.92913,2.48938
428903,93029,Drancy,1,2,1,3,4,0,4,1,2,43.63,48.92188,2.43303
428904,95445,Nerville-la-Foret,3,1,1,2,3,0,4,1,3,43.63,49.103,2.286
428956,77258,Lognes,1,1,1,4,1,0,4,2,3,44.06,48.8298,2.6217
428957,78397,Le Mesnil-Saint-Denis,1,1,8,7,4,0,4,2,0,44.06,48.74481,1.95037
428963,93027,La Courneuve,1,1,8,6,1,0,4,2,1,44.06,48.925933,2.39972
428964,93079,Villetaneuse,5,2,1,1,2,0,4,2,0,44.06,48.95103,2.339673
429201,77186,Fontainebleau,3,1,8,6,2,0,5,0,0,54,48.46081,2.63921
429202,78642,Verneuil-sur-Seine,1,1,1,1,4,0,5,0,0,54,48.99974,1.95557
429203,78498,Poissy,1,9,1,3,4,0,5,0,1,54,48.93293,2.03855
429205,78564,Saint-Martin-de-Brethencourt,1,1,1,6,1,0,5,0,0,54,48.5105,1.90777
429206,78621,Trappes,1,2,1,3,4,0,5,0,1,54,48.7634,1.97835
429238,91064,Bievres,1,1,1,4,2,0,5,0,5,54,48.749763,2.201506
429239,91468,Ormoy,1,1,1,6,1,0,5,0,0,54,48.574229,2.466742
429241,93063,Romainville,2,2,8,3,4,0,5,0,2,54,48.88244,2.44095
429242,93066,Saint-Denis,5,1,2,6,6,0,5,0,0,54,48.91283,2.36631
429243,93078,Villepinte,1,6,1,3,2,0,5,0,1,54,48.94951,2.55619
429244,93066,Saint-Denis,1,1,2,3,4,0,5,0,1,54,48.929155,2.362096
429245,93066,Saint-Denis,5,2,1,1,3,0,5,0,0,54,48.933717,2.349994
429246,93001,Aubervilliers,1,2,1,6,3,0,5,0,1,54,48.90906,2.378271
429247,93066,Saint-Denis,1,2,1,7,2,0,5,0,1,54,48.93636,2.37215
429248,93031,Epinay-sur-Seine,1,1,1,4,2,0,5,0,3,54,48.94952,2.32939
429249,93051,Noisy-le-Grand,1,3,1,3,4,0,5,0,0,54,48.83262,2.57108
429250,94073,Thiais,1,1,1,2,3,0,5,0,0,54,48.7562,2.38508
429251,94073,Thiais,5,1,2,3,2,0,5,0,2,54,48.7588,2.39462
429252,95580,Saint-Witz,1,1,1,2,3,0,5,0,0,54,49.095,2.567
429297,77449,Serris,1,1,1,1,3,0,5,1,0,54.43,48.855855,2.776527
429301,91080,Boissy-le-Cutte,1,1,1,1,3,0,5,1,0,54.43,48.788,2.497
429397,78327,Juziers,5,1,1,7,3,0,6,0,0,64.8,48.9913,1.85703
429412,93005,Aulnay-sous-Bois,1,6,1,1,2,0,6,0,0,64.8,48.95388,2.5104
429413,93039,L'Ile-Saint-Denis,2,1,3,5,3,0,6,0,0,64.8,48.950742,2.306764
429414,93001,Aubervilliers,5,2,2,1,3,0,6,0,0,64.8,48.9153,2.37127
429415,93053,Noisy-le-Sec,5,1,4,4,1,0,6,0,2,64.8,48.894393,2.471492
429416,94016,Cachan,5,1,1,1,4,0,6,0,1,64.8,48.78822,2.33039
429417,95116,Bruyeres-sur-Oise,5,1,1,1,9,0,6,0,0,64.8,49.161,2.326
429441,91659,Villabé,3,1,2,5,1,0,6,1,7,65.23,48.586115,2.452229
429442,91319,Janvry,1,1,1,5,1,0,6,1,4,65.23,48.641,2.15
429443,93059,Pierrefitte-sur-Seine,5,1,1,5,2,0,6,1,0,65.23,48.9558,2.3583
429477,77512,Villeneuve-sur-Bellot,1,1,1,1,3,0,7,0,0,75.6,48.869,3.347
429478,78672,Villennes-sur-Seine,5,1,1,1,4,0,7,0,0,75.6,48.927857,2.010791
429480,93027,La Courneuve,1,2,1,3,4,0,7,0,1,75.6,48.919543,2.382666
429498,95585,Sarcelles,1,3,1,3,3,0,8,0,1,86.4,48.98526,2.3957
440807,75013,Paris,1,1,1,6,4,1,0,0,1,100,48.83387,2.29383
440808,75013,Paris,5,1,1,6,4,1,0,0,0,100,48.82573,2.34657
440809,75012,Paris,5,4,1,6,4,1,0,0,1,100,48.82285,2.43132
440810,75019,Paris,1,1,1,6,4,1,0,0,1,100,48.88162,2.37231
440811,75005,Paris,1,1,8,6,4,1,0,0,1,100,48.8437,2.36454
440812,75018,Paris,1,2,1,3,4,1,0,0,1,100,48.88604,2.3609
440813,75009,Paris,5,2,1,6,4,1,0,0,1,100,48.87702,2.34217
440814,75018,Paris,1,1,2,6,4,1,0,0,0,100,48.88139,2.36187
440815,75012,Paris,1,1,1,3,4,1,0,0,1,100,48.83909,2.39026
440816,75019,Paris,5,3,3,6,4,1,0,0,0,100,48.893313,2.383621
440817,75017,Paris,5,1,1,6,4,1,0,0,0,100,48.88591,2.29314
440818,75004,Paris,5,1,8,6,4,1,0,0,0,100,48.84447,2.27185
440819,75014,Paris,1,3,1,6,4,1,0,0,1,100,48.83064,2.31172
440820,75017,Paris,1,1,1,7,4,1,0,0,0,100,48.88362,2.30442
440821,75004,Paris,1,1,1,6,4,1,0,0,1,100,48.8569,2.34827
440822,75008,Paris,5,1,1,6,4,1,0,0,0,100,48.87487,2.30548
440823,75017,Paris,1,1,1,3,4,1,0,0,1,100,48.88631,2.28653
440824,75020,Paris,1,2,1,6,4,1,0,0,1,100,48.86622,2.3835
440825,75015,Paris,1,3,1,6,4,1,0,0,1,100,48.83913,2.29141
440826,75012,Paris,1,1,2,1,4,1,0,0,1,100,48.83888,2.46075
440827,75013,Paris,1,3,1,6,4,1,0,0,1,100,48.8363,2.358
440828,75017,Paris,1,2,1,3,4,1,0,0,1,100,48.88362,2.30442
440829,75018,Paris,1,2,1,6,4,1,0,0,1,100,48.89287,2.342
440830,75016,Paris,1,1,1,6,4,1,0,0,0,100,48.84447,2.27185
440831,75006,Paris,1,1,1,6,4,1,0,0,1,100,48.83971,2.33663
440832,75018,Paris,5,1,1,6,4,1,0,0,0,100,48.88356,2.34958
440833,75004,Paris,5,3,1,6,4,1,0,0,0,100,48.85692,2.3538
440834,75014,Paris,5,1,1,6,4,1,0,0,0,100,48.83393,2.33323
440835,75013,Paris,1,1,1,6,4,1,0,0,1,100,48.83914,2.35912
440836,75020,Paris,1,2,1,6,4,1,0,0,1,100,48.87148,2.37764
440837,75012,Paris,5,1,1,6,4,1,0,0,0,100,48.83736,2.40808
440838,75003,Paris,2,1,1,3,4,1,0,0,1,100,48.86063,2.3673
440839,75004,Paris,1,1,1,6,4,1,0,0,0,100,48.85008,2.35896
440840,75015,Paris,1,3,1,3,4,1,0,0,1,100,48.854219,2.28944
440841,75012,Paris,1,1,1,3,4,1,0,0,1,100,48.82969,2.39108
440842,75016,Paris,1,1,1,6,4,1,0,0,1,100,48.86302,2.26978
440843,75010,Paris,5,1,2,6,4,1,0,0,1,100,48.87172,2.3654
440844,75019,Paris,5,1,8,6,4,1,0,0,0,100,48.890258,2.382685
440845,75016,Paris,1,1,1,6,4,1,0,0,1,100,48.84532,2.25842
440846,75005,Paris,5,1,1,6,4,1,0,0,1,100,48.86215,2.31967
440847,75019,Paris,1,1,1,6,4,1,0,0,0,100,48.8165,2.34402
440848,75019,Paris,1,1,1,6,4,1,0,0,0,100,48.85305,2.34682
440849,75007,Paris,1,2,1,3,4,1,0,0,1,100,48.84666,2.31118
440850,75020,Paris,5,1,1,3,4,1,0,0,1,100,48.8165,2.34402
440851,75018,Paris,1,1,8,6,4,1,0,0,1,100,48.89752,2.32895
440852,75017,Paris,1,1,1,6,4,1,0,0,1,100,48.8977,2.329
440853,75012,Paris,1,1,8,3,4,1,0,0,1,100,48.8337,2.45372
440854,75005,Paris,2,1,1,6,4,1,0,0,1,100,48.84335,2.33864
440855,75005,Paris,5,3,1,6,4,1,0,0,1,100,48.84463,2.35357
440856,75009,Paris,5,1,1,6,4,1,0,0,1,100,48.87067,2.3323
440857,75012,Paris,5,1,1,6,4,1,0,0,0,100,48.83398,2.38152
440858,75001,Paris,1,1,1,7,4,1,0,0,0,100,48.86363,2.32147
440859,75016,Paris,5,1,1,6,4,1,0,0,0,100,48.85341,2.24151
440860,75013,Paris,2,1,1,3,4,1,0,0,1,100,48.8184,2.4002
440861,75005,Paris,2,1,1,6,4,1,0,0,1,100,48.85956,2.32927
440862,75006,Paris,1,3,1,6,4,1,0,0,1,100,48.84449,2.3178
440863,75014,Paris,1,1,1,6,4,1,0,0,1,100,48.82817,2.3348
440864,75018,Paris,1,2,1,6,4,1,0,0,1,100,48.89139,2.33252
440865,75019,Paris,5,1,1,6,4,1,0,0,0,100,48.87646,2.37214
440866,75013,Paris,5,1,1,6,4,1,0,0,0,100,48.83036,2.34701
440867,75110,Paris,1,2,1,3,4,1,0,0,1,100,48.87381,2.363
440868,75112,Paris,1,1,1,6,4,1,0,0,0,100,48.83475,2.43777
440869,75113,Paris,1,1,8,2,4,1,0,0,1,100,48.81602,2.360601
440870,75106,Paris,1,1,1,6,9,1,0,0,1,100,48.84654,2.340366
440871,75120,Paris,1,1,1,6,9,1,0,0,1,100,48.86483,2.39972
440872,75119,Paris,1,1,1,7,4,1,0,0,1,100,48.87608,2.38085
440873,75112,Paris,1,4,1,3,4,1,0,0,1,100,48.84016,2.37455
440874,75105,Paris,5,1,1,6,4,1,0,0,0,100,48.83971,2.3566
440875,75113,Paris,5,1,1,6,4,1,0,0,0,100,48.82137,2.3685
440876,75109,Paris,1,2,1,3,4,1,0,0,2,100,48.87527,2.33227
440877,75117,Paris,5,2,1,6,4,1,0,0,1,100,48.87765,2.29325
440878,75111,Paris,1,1,1,6,4,1,0,0,1,100,48.85543,2.37053
440879,75116,Paris,1,2,1,7,4,1,0,0,1,100,48.85761,2.27354
440880,75107,Paris,5,1,2,6,4,1,0,0,1,100,48.84614,2.30905
440881,75102,Paris,5,1,1,6,4,1,0,0,0,100,48.85771,2.34776
440882,75114,Paris,1,1,1,6,4,1,0,0,1,100,48.82783,2.32895
440883,75118,Paris,1,1,1,6,4,1,0,0,1,100,48.88683,2.35963
440884,75119,Paris,1,1,1,6,4,1,0,0,1,100,48.88714,2.39608
440885,75120,Paris,5,1,2,6,4,1,0,0,0,100,48.86483,2.39972
440886,75109,Paris,1,1,1,6,4,1,0,0,0,100,48.87244,2.3449
440887,75106,Paris,5,1,1,6,4,1,0,0,0,100,48.83971,2.33663
440888,75101,Paris,5,1,1,6,4,1,0,0,0,100,48.86363,2.32147
440889,75115,Paris,1,1,2,6,4,1,0,0,1,100,48.83913,2.29141
440890,75110,Paris,5,1,1,6,4,1,0,0,1,100,48.8679,2.36237
440891,75117,Paris,1,3,1,6,4,1,0,0,1,100,48.88798,2.3167
440892,75116,Paris,1,1,2,6,4,1,0,0,1,100,48.85997,2.28556
440893,75111,Paris,5,1,8,6,4,1,0,0,0,100,48.85331,2.37037
440894,75119,Paris,1,1,8,3,4,1,0,0,1,100,48.8165,2.34402
440895,75110,Paris,1,5,1,3,4,1,0,0,1,100,48.87857,2.35055
440896,75108,Paris,1,5,1,3,4,1,0,0,1,100,48.88046,2.32458
440897,75109,Paris,1,1,1,6,4,1,0,0,1,100,48.87527,2.33227
440898,75105,Paris,1,2,7,3,4,1,0,0,1,100,48.85275,2.34662
440899,75118,Paris,1,2,1,6,4,1,0,0,1,100,48.89139,2.33252
440900,75104,Paris,1,1,1,6,4,1,0,0,1,100,48.8559,2.36226
440901,75109,Paris,1,1,1,6,4,1,0,0,1,100,48.87174,2.33062
440902,75117,Paris,1,1,1,6,4,1,0,0,1,100,48.88551,2.29334
440903,75109,Paris,1,5,1,6,4,1,0,0,1,100,48.87702,2.34217
440904,75105,Paris,1,1,1,6,4,1,0,0,1,100,48.84559,2.34268
440905,75110,Paris,5,2,1,3,4,1,0,0,1,100,48.87549,2.3578
440906,75112,Paris,5,1,1,6,4,1,0,0,0,100,48.83117,2.3858
440907,75120,Paris,1,2,1,6,4,1,0,0,1,100,48.87055,2.4088
440908,75105,Paris,1,2,2,3,4,1,0,0,1,100,48.85215,2.34628
440909,75111,Paris,1,2,1,6,4,1,0,0,1,100,48.86629,2.37207
440910,75112,Paris,5,1,1,6,4,1,0,0,1,100,48.83736,2.40808
440911,75120,Paris,1,1,2,6,4,1,0,0,0,100,48.86464,2.39454
440912,75118,Paris,5,3,2,3,4,1,0,0,1,100,48.89027,2.32888
440913,75108,Paris,5,5,1,6,4,1,0,0,1,100,48.88046,2.32458
440914,75115,Paris,1,1,1,6,4,1,0,0,1,100,48.8369,2.29737
440915,75114,Paris,4,2,1,3,4,1,0,0,1,100,48.83743,2.31856
440916,75111,Paris,5,5,3,6,4,1,0,0,1,100,48.86813,2.3654
440917,75115,Paris,5,1,1,6,4,1,0,0,0,100,48.84239,2.32107
440918,75113,Paris,1,3,1,3,4,1,0,0,1,100,48.82421,2.38526
440919,75113,Paris,5,1,1,6,4,1,0,0,1,100,48.83443,2.33343
440920,75110,Paris,1,1,2,6,4,1,0,0,1,100,48.87614,2.35595
440921,75112,Paris,1,1,1,6,4,1,0,0,1,100,48.84553,2.39569
440922,75114,Paris,5,3,1,6,4,1,0,0,1,100,48.83539,2.32572
440923,75118,Paris,5,2,9,6,4,1,0,0,1,100,48.89032,2.35517
440924,75108,Paris,1,1,1,5,4,1,0,0,2,100,48.87888,2.30356
440925,75116,Paris,5,1,1,6,4,1,0,0,0,100,48.85793,2.28788
440926,75116,Paris,5,1,4,6,4,1,0,0,2,100,48.87736,2.28397
440927,75108,Paris,5,3,1,6,4,1,0,0,1,100,48.86934,2.32475
440928,75119,Paris,1,5,8,6,4,1,0,0,0,100,48.87967,2.39958
440929,75110,Paris,5,1,1,6,4,1,0,0,1,100,48.8772,2.37026
440930,75112,Paris,1,1,1,6,4,1,0,0,0,100,48.84016,2.37455
440931,75108,Paris,1,2,1,3,4,1,0,0,1,100,48.87453,2.30228
440932,75115,Paris,1,2,1,6,4,1,0,0,1,100,48.84629,2.30184
440933,75112,Paris,5,1,1,6,4,1,0,0,0,100,48.83117,2.3858
440934,75119,Paris,5,2,1,6,4,1,0,0,1,100,48.88403,2.36883
440935,75106,Paris,5,1,1,1,4,1,0,0,1,100,48.84896,2.3391
440936,75103,Paris,1,1,1,5,4,1,0,0,2,100,48.8555,2.36364
440937,75119,Paris,1,1,1,6,4,1,0,0,1,100,48.89375,2.37335
440938,75117,Paris,1,1,1,6,4,1,0,0,0,100,48.88756,2.29674
440939,75115,Paris,1,1,1,2,4,1,0,0,1,100,48.8165,2.34402
440940,75104,Paris,2,1,1,6,4,1,0,0,0,100,48.84734,2.36483
440941,75118,Paris,1,2,1,6,4,1,0,0,0,100,48.89287,2.342
440942,75112,Paris,5,2,1,6,4,1,0,0,1,100,48.83928,2.43783
440943,75114,Paris,2,1,1,7,1,1,0,0,1,100,48.818264,2.332857
440944,75102,Paris,1,5,1,3,4,1,0,0,1,100,48.86834,2.33029
440945,75108,Paris,1,2,1,6,4,1,0,0,1,100,48.86898,2.3101
440946,75115,Paris,5,3,1,6,4,1,0,0,0,100,48.85066,2.28394
440947,75113,Paris,5,1,2,6,4,1,0,0,0,100,48.84312,2.36625
440948,75119,Paris,1,1,2,6,4,1,0,0,0,100,48.87646,2.37214
440949,75112,Paris,1,2,1,3,4,1,0,0,1,100,48.83117,2.3858
440950,75104,Paris,1,1,1,6,4,1,0,0,1,100,48.8538,2.34705
440951,75118,Paris,5,1,2,6,4,1,0,0,1,100,48.89752,2.32895
440952,75112,Paris,1,1,1,7,4,1,0,0,0,100,48.8348,2.43745
440953,75104,Paris,5,2,2,6,4,1,0,0,2,100,48.85731,2.34928
440954,75117,Paris,1,1,1,6,4,1,0,0,1,100,48.88718,2.32576
440955,75110,Paris,1,1,1,6,4,1,0,0,1,100,48.87646,2.37214
440956,75111,Paris,5,1,1,6,4,1,0,0,1,100,48.85582,2.36849
440957,75106,Paris,1,2,2,6,4,1,0,0,1,100,48.83451,2.3326
440958,75117,Paris,5,1,1,6,4,1,0,0,1,100,48.88066,2.28533
440959,75104,Paris,1,5,1,6,4,1,0,0,1,100,48.8534,2.35397
440960,75118,Paris,3,1,1,2,4,1,0,0,1,100,48.8165,2.34402
440961,75118,Paris,5,1,1,6,4,1,0,0,1,100,48.88683,2.35963
440962,75117,Paris,1,1,1,6,4,1,0,0,1,100,48.89468,2.31413
440964,75113,Paris,1,3,1,6,4,1,0,0,1,100,48.83174,2.34099
440965,75116,Paris,1,2,1,6,4,1,0,0,0,100,48.858,2.27685
440966,75115,Paris,1,1,2,6,4,1,0,0,1,100,48.83685,2.27859
440967,75116,Paris,1,1,1,6,4,1,0,0,0,100,48.85341,2.24151
440968,75117,Paris,5,2,1,6,4,1,0,0,1,100,48.88066,2.28533
440969,75116,Paris,5,1,1,6,4,1,0,0,0,100,48.84447,2.27185
440970,75116,Paris,1,2,1,3,4,1,0,0,1,100,48.8366,2.25645
440971,75117,Paris,5,5,1,6,4,1,0,0,1,100,48.8782,2.2961
440972,75119,Paris,5,1,3,7,4,1,0,0,0,100,48.88801,2.37728
440973,75103,Paris,2,1,1,6,4,1,0,0,0,100,48.85632,2.36493
440974,75115,Paris,1,2,1,6,4,1,0,0,1,100,48.8369,2.29737
440975,75120,Paris,1,1,1,6,4,1,0,0,0,100,48.84796,2.4112
440976,75115,Paris,1,1,1,6,4,1,0,0,1,100,48.83393,2.28539
440977,75116,Paris,5,2,1,6,4,1,0,0,1,100,48.8604,2.24095
440978,75108,Paris,1,1,7,3,4,1,0,0,1,100,48.87309,2.29725
440979,75113,Paris,5,1,1,6,4,1,0,0,1,100,48.81948,2.34521
440980,75116,Paris,1,2,2,1,4,1,0,0,1,100,48.86583,2.29603
440981,75119,Paris,5,1,1,6,4,1,0,0,1,100,48.89375,2.37335
440982,75110,Paris,5,5,1,5,4,1,0,0,1,100,48.87614,2.35595
440983,75116,Paris,2,5,2,3,4,1,0,0,1,100,48.87145,2.27414
440984,75119,Paris,1,2,1,6,4,1,0,0,1,100,48.88186,2.38836
440985,75108,Paris,1,7,1,6,4,1,0,0,1,100,48.87135,2.31785
440986,75110,Paris,2,1,1,7,4,1,0,0,0,100,48.87643,2.35122
440987,75115,Paris,2,1,1,6,4,1,0,0,1,100,48.83602,2.29381
440988,75118,Paris,1,4,1,6,4,1,0,0,1,100,48.89419,2.34595
440989,75119,Paris,1,1,1,6,4,1,0,0,1,100,48.89329,2.37306
440990,75117,Paris,1,1,1,6,4,1,0,0,1,100,48.88718,2.32576
440991,75119,Paris,1,1,8,6,4,1,0,0,1,100,48.88668,2.37452
440992,75115,Paris,5,1,1,6,4,1,0,0,0,100,48.857638,2.380338
440993,75117,Paris,5,2,2,6,4,1,0,0,1,100,48.87064,2.3232
440994,75120,Paris,1,1,1,6,4,1,0,0,1,100,48.84796,2.4112
440995,75105,Paris,1,1,1,6,4,1,0,0,1,100,48.8437,2.36454
440996,75119,Paris,1,1,1,6,4,1,0,0,1,100,48.89375,2.37335
440997,75120,Paris,1,1,1,6,4,1,0,0,0,100,48.87348,2.38309
440998,75112,Paris,5,7,1,6,4,1,0,0,1,100,48.84819,2.39432
440999,75101,Paris,1,2,1,1,4,1,0,0,1,100,48.86435,2.34261
441000,75114,Paris,1,1,2,6,4,1,0,0,1,100,48.82835,2.30928
441001,75112,Paris,1,2,1,6,4,1,0,0,1,100,48.84151,2.3775
441002,75112,Paris,1,3,1,6,4,1,0,0,1,100,48.8446,2.43864
441003,75108,Paris,1,1,1,6,4,1,0,0,1,100,48.8813,2.3165
441004,75101,Paris,5,1,1,6,4,1,0,0,0,100,48.85683,2.34111
441005,75112,Paris,1,2,1,6,4,1,0,0,2,100,48.85072,2.37558
441006,75116,Paris,1,2,1,6,4,1,0,0,1,100,48.86298,2.2806
441007,75118,Paris,1,1,1,6,4,1,0,0,0,100,48.885305,2.365567
441008,75117,Paris,1,1,1,6,4,1,0,0,1,100,48.88168,2.28522
441009,75106,Paris,2,1,1,6,4,1,0,0,0,100,48.85761,2.3327
441010,75110,Paris,1,1,1,6,4,1,0,0,1,100,48.87381,2.363
441011,75118,Paris,5,1,1,6,4,1,0,0,0,100,48.88453,2.363071
441012,75116,Paris,5,7,1,6,4,1,0,0,0,100,48.86419,2.27241
441013,75119,Paris,1,1,1,3,4,1,0,0,1,100,48.87101,2.38858
441014,75115,Paris,1,2,2,3,4,1,0,0,1,100,48.8362,2.27821
441015,75116,Paris,1,7,1,6,4,1,0,0,1,100,48.84519,2.25475
441016,75116,Paris,5,1,1,6,4,1,0,0,1,100,48.83532,2.25837
441017,75118,Paris,5,2,5,6,4,1,0,0,1,100,48.89046,2.35144
441018,75116,Paris,5,1,1,6,4,1,0,0,0,100,48.848,2.24365
441019,75116,Paris,5,1,1,6,4,1,0,0,1,100,48.83917,2.26137
441020,75115,Paris,5,3,1,6,4,1,0,0,1,100,48.84781,2.30604
441251,77016,Bagneaux-sur-Loing,3,1,1,3,2,1,0,0,1,100,48.217425,2.713958
441254,77031,Bernay-Vilbert,3,1,8,5,2,1,0,0,3,100,48.697,2.912
441255,77186,Fontainebleau,3,1,5,7,2,1,0,0,1,100,48.46081,2.63921
441256,77458,Souppes-sur-Loing,1,1,8,2,2,1,0,0,2,100,48.180448,2.738316
441257,77186,Fontainebleau,3,1,1,6,3,1,0,0,0,100,48.370992,2.723997
